type_concept_id,type_name
35630761,Paediatric trauma and orthopaedics care plan
35630762,Paediatric urology care plan
35630763,Palliative care plan
35630765,Community palliative care plan
35630766,Pancreatic surgery care plan
35630767,Intrapartum care plan
35630768,Perinatal mental health care plan
35630769,Physiotherapy care plan
35630770,Community physiotherapy care plan
35630771,Hospital-based physiotherapy care plan
35630774,Play therapy care plan
35630776,Podiatry care plan
35630778,Podiatric surgery care plan
35630780,Hospital podiatry care plan
35630782,Postnatal care plan
35630791,Dance movement therapy care plan
35630794,Dementia assessment care plan
35630796,Dental medicine care plan
35630798,Dermatological surgery care plan
35630800,Dermatology care plan
35630802,Diabetes education care plan
35630805,Dietetic care plan
35630807,Community dietetic care plan
35630809,Hospital dietetic care plan
35630811,Drama therapy care plan
35630813,"Ear, nose and throat care plan"
35630815,Early years care plan
35630817,Eating disorder care plan
35630820,Elderly mental health care plan
35630822,Old age psychiatry care plan
35630827,Endocrinology care plan
35630830,Family planning care plan
35630832,Forensic psychiatry care plan
35630834,Gastroenterology care plan
35630837,Gastrointestinal surgery care plan
35630840,General medical care plan
35630842,General surgical care plan
35630844,Genitourinary medicine care plan
35630846,Glaucoma surgery care plan
35630849,Gynaecological oncology care plan
35630851,Gynaecology care plan
35630852,Haemophilia care plan
35630854,Hand surgery care plan
35630856,Head injury rehabilitation care plan
35630858,Health visiting care plan
35630861,Hepatobiliary surgical care plan
35630863,Hepatology care plan
35630865,Hospice at home care plan
35630867,Homeopathy care plan
35630869,Hospice care plan
35630871,Intermediate care plan
35630873,Interventional radiology care plan
35630875,Community learning disability care plan
35630877,Learning disability care plan
35630879,Liaison psychiatry care plan
35630889,Community mental health care plan
35630891,Obstetric care plan
35630893,Obstetric antenatal care plan
35630895,Obstetric intrapartum care plan
35630897,Obstetric postnatal care plan
36674345,Organ donor card
36674360,Nursing care plan
36674453,Dermatology care plan
36674454,Hepatology care plan
36674455,Endocrinology care plan
36674456,Prosthetic care plan
36674457,Orthotic care plan
36674458,Palliative care plan
36674459,Rheumatology care plan
36674460,"Ear, nose and throat care plan"
36674743,Endoscopic ultrasound report
36674744,Airway endoscopy report
36674745,Endoscopic retrograde cholangiopancreatography report
36674746,Endobronchial ultrasound report
36674747,Prevention of delirium care plan
36674978,Acute medicine care plan
36676217,Medical certificate
36676300,Emergency department encounter report
36676526,Obstetric care plan
36676527,Obstetric intrapartum care plan
36676528,Obstetric postnatal care plan
36676529,Obstetric antenatal care plan
36676531,Surgical care plan
36676532,Plastic surgery care plan
36676533,Trauma surgery care plan
36676534,Oral surgery care plan
36676535,Hepatobiliary surgical care plan
36676536,Dermatological surgery care plan
36676537,Hand surgery care plan
36676538,Podiatric surgery care plan
36676539,Ophthalmic surgery care plan
36676540,Pancreatic surgery care plan
36676541,Gastrointestinal surgery care plan
36676542,Rehabilitation psychiatry care plan
36676543,Forensic psychiatry care plan
36676544,Psychiatric intensive care plan
36676545,Old age psychiatry care plan
36676546,Liaison psychiatry care plan
36676547,Psychotherapy care plan
36676548,Psychology care plan
36676596,Gynecology care plan
36676597,Gynecology oncology care plan
36676598,Interventional radiology care plan
36676599,Ophthalmology care plan
36676601,Occupational therapy care plan
36676602,Genitourinary medicine care plan
36676603,Physiotherapy care plan
36676604,Speech and language therapy care plan
36676606,Head injury rehabilitation care plan
36676607,Osteopathic manipulative medicine care plan
36676645,Dietetic care plan
36676646,Podiatry care plan
36676647,Occupational health care plan
36676648,Urology care plan
36676649,Orthodontic care plan
36676650,Respiratory medicine care plan
36676651,Care of elderly care plan
36676652,Orthopedic care plan
36676653,Gastroenterology care plan
36676654,Hemophilia care plan
36676896,Special care baby care plan
36685764,Active medications
36685765,Observations
36685576,Medication review
36685755,Immunisations
36685756,Discontinued medications
36685867,Ended allergies
36714995,Pulmonary function report
36715830,Wound care management note
36715855,Bone marrow pathology biopsy report
36716068,Medication summary document
36716069,Privacy policy acknowledgment of electronic data usage
36716070,Patient consent document
36716071,Admission request document
36716072,Physician consulting initial evaluation note
36716073,Physician discharge concise summary
36716075,Nurse discharge summary
36716076,Nurse discharge concise summary
36716078,Obstetrics and gynecology discharge summary
36716079,Overall plan of care
36716081,Referral note
36716104,Order document
36716105,Radiology order
36716106,Laboratory order
36716107,Tissue pathology biopsy report
36716115,Diagnostic studies report
36716131,Cardiology hospital progress note
36716132,Intensive care unit progress note
36716179,Conclusion interpretation document
36716202,Radiology studies report
36716225,Audit trail report
36716267,Emergency medical ID record
36716439,Allergy record
36716440,Treatment plan report
36717197,Pathology order
36717205,Infectious disease diagnostic study note
36717520,Cardiac catheterization report
36717525,Physical therapy consult note
36717561,Confirmation of insurance coverage for treatment
37016894,Ecomap
37017958,Upper gastrointestinal tract endoscopy report
37018782,Implanted device maintenance report
37019118,Lower gastrointestinal tract endoscopy report
37109200,Electronic report
37109201,Paper report
37109463,Interdisciplinary medical staff meeting record
37111223,Record of implantation of cardiac electronic device
37111224,Diagnostic coronary angiography report
37111277,Ambulatory blood pressure monitoring report
37111551,Pathology biopsy report
37111670,Interpretation of laboratory result
37111671,Comment on laboratory result
37111672,Cytology report
37111673,Pathologist review
37117046,Care plan
37118950,Photographic image record
37204164,Cystoscopy report
37204165,Combined upper and lower gastrointestinal tract endoscopy report
37206815,Digital representation of specimen
37206936,Photographic image with lips closed
37206937,Photographic image corrected intraoral mirrored visible record
37206938,Photographic image extraoral with mandible postured forward
37206939,Photographic image extraoral with 45 degree view
37207469,Pregnancy episode details
37207495,Consent
37207496,Eligibility for treatment
37208939,Child health surveillance
37208940,Emergency care attendance
37208941,Birth details
37208997,Maternity record
37310308,Direct current cardioversion record
37310309,Cardiac electrophysiology report
37310310,Walking test report
37310311,Tilt test report
37310312,Bielschowsky head tilt test report
37310584,DICOM report
37310587,Poison control center report
37310590,Workers compensation record
37310694,Health and wellbeing assessment and reviews
37311578,Photographic image of face with lips in relaxed position
37311579,Photographic image of anterior teeth
37311580,Mirrored photographic image of teeth corrected flipped vertically and horizontally
37311581,Mirrored photographic image of teeth corrected flipped vertically
37311582,Mirrored photographic image of teeth corrected flipped horizontally
37311875,Mirrored visible image uncorrected
37311876,Mirrored visible image uncorrected flipped horizontally
37311877,Mirrored visible image uncorrected flipped vertically
37311878,Mirrored visible image uncorrected flipped horizontally and vertically
37311879,Close up photographic view of teeth with no set magnification or distance
37311880,Photographic image with mouth partially opened position and teeth apart
37394059,Withdraw Notice Reject under the Care Act 2014 Schedule 3
37394060,Withdraw Notice Accept under the Care Act 2014 Schedule 3
37395592,Immunization record
37395595,Outpatient nursing report
37395596,Emergency nursing report
37395597,Imaging report
37395598,Bone density scan report
37395599,Ultrasound imaging report
37395600,Mammography report
37395601,Laboratory report
37395602,Magnetic resonance imaging report
37395603,Computed tomography imaging report
37395604,Nuclear medicine report
37395606,Triage form
37395607,Educational activity report
37395608,Chemical pathology report
37395609,Hematology report
37395610,Clinical immunology report
37395611,Microbiology report
37395623,Centralized emergency service report
37395624,Non-centralized emergency service record
37395625,Home visit medical report
37395626,Medical record summary
37397650,Mental health care plan
37399344,Nursing report
37399425,Radioisotope laboratory report
38000175,Prescription dispensed in pharmacy
38000176,Prescription dispensed through mail order
38000177,Prescription written
38000178,Medication list entry
38000179,Physician administered drug (identified as procedure)
38000180,Inpatient administration
38000181,Drug era - 0 days persistence window
38000182,Drug era - 30 days persistence window
38000183,Inpatient detail - primary
38000184,Inpatient detail - 1st position
38000185,Inpatient detail - 2nd position
38000186,Inpatient detail - 3rd position
38000187,Inpatient detail - 4th position
38000188,Inpatient detail - 5th position
38000189,Inpatient detail - 6th position
38000190,Inpatient detail - 7th position
38000191,Inpatient detail - 8th position
38000192,Inpatient detail - 9th position
38000193,Inpatient detail - 10th position
38000194,Inpatient detail - 11th position
38000195,Inpatient detail - 12th position
38000196,Inpatient detail - 13th position
38000197,Inpatient detail - 14th position
38000198,Inpatient detail - 15th position
38000199,Inpatient header - primary
38000200,Inpatient header - 1st position
38000201,Inpatient header - 2nd position
38000202,Inpatient header - 3rd position
38000203,Inpatient header - 4th position
38000204,Inpatient header - 5th position
38000205,Inpatient header - 6th position
38000206,Inpatient header - 7th position
38000207,Inpatient header - 8th position
38000208,Inpatient header - 9th position
38000209,Inpatient header - 10th position
38000210,Inpatient header - 11th position
38000211,Inpatient header - 12th position
38000212,Inpatient header - 13th position
38000213,Inpatient header - 14th position
38000214,Inpatient header - 15th position
38000215,Outpatient detail - 1st position
38000216,Outpatient detail - 2nd position
38000217,Outpatient detail - 3rd position
38000218,Outpatient detail - 4th position
38000219,Outpatient detail - 5th position
38000220,Outpatient detail - 6th position
38000221,Outpatient detail - 7th position
38000222,Outpatient detail - 8th position
38000223,Outpatient detail - 9th position
38000224,Outpatient detail - 10th position
38000225,Outpatient detail - 11th position
38000226,Outpatient detail - 12th position
38000227,Outpatient detail - 13th position
38000228,Outpatient detail - 14th position
38000229,Outpatient detail - 15th position
38000230,Outpatient header - 1st position
38000231,Outpatient header - 2nd position
38000232,Outpatient header - 3rd position
38000233,Outpatient header - 4th position
38000234,Outpatient header - 5th position
38000235,Outpatient header - 6th position
38000236,Outpatient header - 7th position
38000237,Outpatient header - 8th position
38000238,Outpatient header - 9th position
38000239,Outpatient header - 10th position
38000240,Outpatient header - 11th position
38000241,Outpatient header - 12th position
38000242,Outpatient header - 13th position
38000243,Outpatient header - 14th position
38000244,Outpatient header - 15th position
38000245,EHR problem list entry
38000246,Condition era - 0 days persistence window
38000247,Condition era - 30 days persistence window
38000248,Inpatient detail - primary position
38000249,Inpatient detail - 1st position
38000250,Inpatient header - primary position
38000251,Inpatient header - 1st position
38000252,Inpatient header - 2nd position
38000253,Inpatient header - 3rd position
38000254,Inpatient header - 4th position
38000255,Inpatient header - 5th position
38000256,Inpatient header - 6th position
38000257,Inpatient header - 7th position
38000258,Inpatient header - 8th position
38000259,Inpatient header - 9th position
38000260,Inpatient header - 10th position
38000261,Inpatient header - 11th position
38000262,Inpatient header - 12th position
38000263,Inpatient header - 13th position
38000264,Inpatient header - 14th position
38000265,Inpatient header - 15th position
38000266,Outpatient detail - primary position
38000267,Outpatient detail - 1st position
38000268,Outpatient header - primary position
38000269,Outpatient header - 1st position
38000270,Outpatient header - 2nd position
38000271,Outpatient header - 3rd position
38000272,Outpatient header - 4th position
38000273,Outpatient header - 5th position
38000274,Outpatient header - 6th position
38000275,EHR order list entry
38000276,Problem list from EHR
38000277,Lab observation numeric result
38000278,Lab observation text
38000279,Lab observation concept code result
38000280,Observation recorded from EHR
38000281,Observation recorded from EHR with text result
38000282,Chief complaint
38003565,"Payer enrollment status ""Deceased"""
38003566,"Medical claim discharge status ""Died"""
38003567,Medical claim diagnostic code indicating death
38003568,Medical claim DRG code indicating death
38003569,"EHR record patient status ""Deceased"""
38003570,Death Certificate immediate cause
38003617,Death Certificate contributory cause
38003618,Death Certificate underlying cause
38003621,Procedure recorded as lab test
38003622,Procedure recorded as diagnostic code
40315913,Emergency appointment
40316351,Medical follow-up
40316920,Patient encounter data NOS
40316922,Screening method
40316927,Screening method NOS
40318539,MRC coronary prevention trial
40318540,MRC coronary screen DNA
40318541,MRC treatment phase
40318545,MRC coronary trial NOS
40318551,Patient misc. admin. data
40318552,Confidential patient data (& held)
40318554,Conf data - patient not to see
40318555,Conf data - not to be reported
40318556,Conf data - staff not to see
40318557,Conf data - paramedics not see
40318558,Conf data - other Dr not see
40318559,Confidential data NOS
40318956,Patient record types
40318957,Lloyd George record folder
40318963,Lloyd George record NOS
40318964,A4 record folder
40318965,Age-sex card record
40318966,Computer record of patient
40318976,Family record folder
40318977,Repeat prescription card
40318984,Obstetric co-op card
40318989,Obstetric co-op card NOS
40318990,Kick chart
40318996,Kick chart NOS
40318997,Discharge summary
40318998,Heartsave card
40318999,Patient record types NOS
40319000,Death administration
40319001,Death certificate form: [Med A] or [11]
40319423,Death cert NOS: [Med A] or [11]
40319424,Medical cert. of still-birth (& Form 6]
40319425,Report for: [Coroner] or [Procurator-Fiscal]
40319429,Report NOS: [Coroner] or [Procurator-Fiscal]
40319430,Post-mortem report: [Coroner] or [Police surg.]
40319435,PM report NOS: [Coroner] or [Police surg.]
40319445,Cause of death clarif. SD17 &/or SD18
40319449,SD17/18 cause of death NOS
40319450,"(Cremation certification) or (Stat B, C and F cremation certs)"
40319473,"(Post mortem report) or (Fm89 Pt died/med care,PF notif)"
40319524,Mat B1 - certificate of expected confinement
40319527,Mat B1 certificate NOS
40319528,Mat B2 - certificate of confinement
40319529,Therapeutic abortion form: [HSA1- green form] or [Form A]
40319534,NOS : [HSA1- form] or [Form A]
40319535,FW 8 - application for prescription exemption
40320526,New patient check admin/form: [FP/RF] or [GP/RF]
40320535,Health promotion clinic form : [FP/HPC] or [GP/HPC]
40320545,Pediatric surveillance admin/form (& [FP/CHS] or [GP/CHS])
40321056,Items of service admin NOS
40321057,Ancillary staff administration (& [reimbursement])
40321059,Staff employment record: [ANC1] or [GP/PS1]
40321090,Staff employment contract
40321095,Staff employment contract NOS
40321096,Staff disciplinary admin.
40321101,Staff discipline NOS
40321134,Drugs supplied paymen form: [FP34D or [GP34A]
40321585,Postgrad.educ.allowance (& form: [FP70A] or [GP/PEA])
40322168,Life assurance report (& preliminary)
40322175,Life assurance preliminary report NOS
40322718,Road traffic act claim
40322724,Road traffic act claim NOS
40322740,Solicitors report
40322747,Solicitors report NOS
40322748,(Solicitors court: [attendance (& admin)] or [allowance])
40323184,Report from Health Visitor
40323190,Other specified reports
40323198,Medicals/reports NOS
40323200,Report to Drug Safety Research Unit
40323300,Certificate: [Court of protection] or [Curator bonis ]
40323719,Certificate NOS: [Court of protection] or [Curator bonis ]
40323720,Section 2 form - compulsory admission for assessment
40323727,Form 2 NOS
40323728,Section 3 form - compulsory admission for treatment
40323735,Form 3 NOS
40323739,Forms - miscellaneous
40323740,Form GOS18 Ophthalmic referral
40323745,D750 form photocard driving license
40323746,Insurance form
40323747,Accounting administration
40323748,(SD86 C superannuation form) or (SD86 - GP superannuation pay summary)
40323749,Private account
40323753,Private account NOS
40323754,Accounting admin. NOS
40323756,Audit administration
40323757,Encounter administration (& patient data)
40355784,IG1/2/3 - improvement grant
40367543,Postgraduate training allowance
40376983,Heartsave card
40377444,Vocational training all form.: [FP78] or [GP78]
40377445,Seniority payment: form (& claim): [FP79] or [GP79]
40377447,Postgrad.educ.allowance (& form: [FP70A] or [GP/PEA])
40377450,Leave payment form(& admin): [FP75] or [GP75]
40377451,Training grant (& form: [FP45] or [GP45]))
40377454,Section 63 expenses form: [GPCF1/2] or [PG(S)15]
40377455,(Sickness notif GP) or (LOC1/2/3)
40377520,Life assurance report (& preliminary)
40377945,Private claim: [Provident assoc benefit] or [BUPA admin]
40377961,Emigration: [suitability medical] or [medical admin]
40377966,(Driving license fitness report) or (CLE - fit to hold driving license)
40377972,Racing drivers medical : [exam] or [admin]
40377981,Disabled driver: [orange badge (& report)] or [certificate] or [admin]
40378023,Mobility allowance: [exam (& admin)] ) or [MY22 form]
40378037,Solicitors report (& admin)
40378046,(Solicitors court: [attendance (& admin)] or [allowance])
40378053,Mobility allowance claim: [rep.] or [admin]
40378465,Report to Drug Safety Research Unit
40378466,Housing report
40378518,Factory insp notif admin (& F303)
40378529,Insurance form
40378532,Encounter administration (& patient data)
40479854,Birth certificate
40480295,Report type
40480697,Hospital inpatient progress report
40481076,Multidisciplinary care conference report
40481566,Inpatient nursing record
40482002,Hospital outpatient progress report
40482006,Correspondence section
40482927,Emergency department record
40483387,Professional allied to medicine clinical report
40484234,Report by copy status
40484247,Report by finality status
40484283,Report with official legal status
40484315,Report by source format
40491975,Brief operative note
40492205,Amended report
40492206,Final report
40492207,Faxed report
40492208,Interim report
40492209,Telephoned report
40492214,Duplicate report
40492215,Original report
40492216,Verbal report
40492220,E-mail report
40492955,Reason for discharge section
40510547,BAAF B1 obstetric report
40510548,BAAF B2 birth history report
40520852,Discharge summary
40545287,Statement of special educational needs
40545705,Statement of special educational needs
40563581,Appointment
40563591,Emergency consultation note
40563595,Other note
40563596,Out of hours non practice note
40563598,"Out of hours, practice note"
40563600,Twilight visit note
40564191,Procedure codes (community)
40566706,Appointment
40566709,Additional note
40566710,Administration note
40566711,Alert note
40566712,Comment note
40566713,Community nursing note
40566715,Emergency consultation note
40566719,Other note
40566720,Out of hours non practice note
40566722,"Out of hours, practice note"
40566725,Twilight visit note
40567524,Procedure codes (community)
40567525,Protocol entry
40567526,Referral
40567527,Result
40567528,Symptom
40567529,Template entry
40567530,Test request
40567531,Values (community)
40567533,Follow up
40567534,Other category
42536355,Statement of adequacy of specimen
42536443,Surgical inpatient care plan
42536444,Termination of pregnancy inpatient care plan
42536445,Treatment escalation plan
42536446,Unplanned inpatient care plan
42536447,Upper gastrointestinal surgery inpatient care plan
42536448,Upper gastrointestinal tract endoscopy care plan
42536449,Urological surgery inpatient care plan
42536450,Vascular surgery inpatient care plan
42536451,Vulnerable adult care plan
42536932,Heart failure self management plan
42536933,Diabetes self management plan
42536971,Pressure ulcer care plan
42536972,Rehabilitation care plan
42536973,Asthma clinical management plan
42536974,Respiratory disorder inpatient care plan
42536975,Mental health personal health plan
42537098,Pediatric community care plan
42537099,Pediatric inpatient care plan
42537103,Pediatric outpatient care plan
42537106,Pediatric community complex care plan
42537107,Pediatric surgery inpatient care plan
42537109,Pain control care plan
42537110,Respite care plan
42537111,Stroke care plan
42537112,Cancer care plan
42537113,Mental health crisis plan
42537114,Psychiatry care plan
42537116,Outpatient care plan
42537119,Neonatal critical care plan
42537120,Diabetes clinical management plan
42537121,Hyperlipidemia clinical management plan
42537122,Hypertension clinical management plan
42537123,Hypothyroidism clinical management plan
42537124,Transient ischemic attack clinical management plan
42537157,Miscarriage inpatient care plan
42537158,Ophthalmic surgery inpatient care plan
42537159,Orthopedic surgery inpatient care plan
42537160,Ovarian hyperstimulation syndrome inpatient care plan
42537169,Breast surgery inpatient care plan
42537170,Cardiac surgery inpatient care plan
42537171,Inpatient care plan
42537172,Gynecology bladder training inpatient care plan
42537173,Gynecology inpatient care plan
42537174,Minor ophthalmic surgery inpatient care plan
42537175,Minor surgery inpatient care plan
42537176,Minor thoracic surgery inpatient care plan
42537177,Minor urologic surgery inpatient care plan
42537178,Minor plastic surgery inpatient care plan
42537179,Minor orthopedic surgery inpatient care plan
42537180,Acute exacerbation of chronic obstructive pulmonary disease care plan
42537181,Advance care plan
42537182,Coronary heart disease care plan
42537183,Day case care plan
42537184,Day case surgery care plan
42537185,Dementia care plan
42537186,Discharge care plan
42537187,Gynecology unplanned inpatient care plan
42537188,Infectious disease care plan
42537189,Maternity care plan
42537190,Medication management plan
42537191,Miscarriage care plan
42537192,Major head and neck surgery inpatient care plan
42537193,Major neurosurgery inpatient care plan
42537194,Major orthopedic surgery inpatient care plan
42537195,Major vascular surgery inpatient care plan
42537196,Major urologic surgery inpatient care plan
42537198,Colorectal surgery inpatient care plan
42537199,Bronchoscopy care plan
42537200,Colposcopy care plan
42537201,Cystoscopy care plan
42537202,Hysteroscopy care plan
42537203,Lower gastrointestinal tract endoscopy care plan
42537204,Burn inpatient care plan
42537205,Cardiology inpatient care plan
42537206,Hyperemesis in pregnancy inpatient care plan
42537221,Laryngectomy surgery inpatient care plan
42537338,Dialysis care plan
42537814,Ankle brachial pressure index management plan
42537815,Clinical management plan
42537816,Chronic kidney disease clinical management plan
42537817,Congestive heart failure clinical management plan
42537818,Coronary heart disease risk clinical management plan
42537819,Hyperglycemia clinical management plan
42537820,Hypoglycemia clinical management plan
42537821,Major depressive disorder clinical management plan
42537822,Hypoglycemia self management plan
42537823,Hyperglycemia self management plan
42537824,Myocardial infarction clinical management plan
42537825,Seizure disorder clinical management plan
42538396,Medication treatment plan report
42538405,Therapy prescription record
42539065,Hemodialysis care plan
42539066,Major plastic surgery inpatient care plan
42539067,Gynecology major surgery inpatient care plan
42539068,Interventional cardiology inpatient care plan
42539069,Hip fracture inpatient care plan
42539325,Medicinal prescription record
42539526,Thoracic surgery inpatient care plan
42539587,Patient written birth plan
42539591,Angina self management plan
42539609,Radiotherapy care plan
42539611,Chronic obstructive pulmonary disease clinical management plan
42539618,Neurosurgery inpatient care plan
42539621,Minor gynecology surgery inpatient care plan
42539622,Anticipatory care plan
42539623,End of life care plan
42539624,Major surgery inpatient care plan
42539625,Hepatobiliary and pancreatic surgery inpatient care plan
42539626,Chemotherapy care plan
42539631,Major burn inpatient care plan
42539673,Plastic surgery inpatient care plan
42539708,Arthritis clinical management plan
42539709,Malnutrition clinical management plan
42539779,Medical critical care plan
42689621,Integrated Urgent Care Report
42689696,Percutaneous coronary intervention record
42690471,Combined laboratory report
42690538,Attendance details
42690539,Treatments and interventions
42690540,Clinical narrative
42690541,Safeguarding
42690542,Reviewing clinician
42690786,Contact for further information
42865905,Facility header
42865906,Condition Procedure
42894222,EHR Chief Complaint
42898140,Referral record
42898141,Referral record
43542353,Observation recorded from EHR
43542354,Physician administered drug (identified as procedure)
43542355,Referral Record
43542356,Physician administered drug (identified from EHR problem list)
43542357,Physician administered drug (identified from referral record)
43542358,Physician administered drug (identified from EHR observation)
45426334,Twilight visit note
44777970,Randomized Drug
44783793,Provider orders for life-sustaining treatment
44786627,Primary Condition
44786628,First Position Condition
44786629,Secondary Condition
44786630,Primary Procedure
44786631,Secondary Procedure
44786633,HRA Observation Numeric Result
44786634,HRA Observation Text
44787730,Patient Self-Reported Medication
44787732,FP45 training grant form
44787736,GPCF1 payment from Family Practitioner Committee form
44787739,FP34D drugs supplied payment form
44787748,FP79 seniority payment form
44787754,FP70A postgraduate training allowance form
44787761,GPCF2 payment from Family Practitioner Committee form
44787768,RM2 Department of Health and Social Security district medical officer information request
44787774,Form A - therapeutic abortion
44787845,General practitioner to general practitioner generated transaction
44787881,GP34A drugs supplied payment form
44787886,GP45 training grant form
44787889,GP79 seniority payment form
44787897,STC1 steroid treatment card
44787915,GP/PEA postgraduate education allowance form
44787918,GP75 leave payment form
44787924,PG(S)15 - section 63 trainer or trainee course expenses
44787927,PG(S)15 form payment from health board
44787928,RPF7 postal vote application form
44787930,RM2 Department of Social Security regional medical officer information request
44787936,Mental Health Act 1983 (England and Wales) form 3 section 18 non-urgent hospital admission
44787994,GPCF1/2 section 63 expenses form
44787995,FP78 vocational training allowance form
44788125,GP103 form
44788129,DS4 form - attendance allowance claim
44788130,DS1500 form - attendance allowance claim
44788133,FP24 maternity claim form
44788134,FP24A maternity claim form
44788135,Prem1 rent/rates reimbursement form
44788136,Prem2 rent/rates reimbursement form
44788140,IG2 improvement grant form
44788141,IG3 improvement grant form
44788142,FP32 form emergency treatment
44788143,FP1 form patient registration without NHS card
44788144,FP4 form patient registration with NHS card
44788145,FP13 form ex HM forces registration
44788147,FP106 form immediate necessary treatment
44788148,FP22 form - deregistration
44788153,FP7B/FP8B form
44788154,FP69 form warning of removal from list
44788155,EC69 form
44788156,GP22 form deregistration
44788157,GP/PS forms
44788158,GP32 form emergency treatment registration
44788159,GP1 form patient registration without NHS card
44788164,GP4 form patient registration with NHS card
44788165,GP69 form warning of removal from list
44788166,Cremation form Part B
44788167,Cremation form Part C
44788171,GP78 vocational training allowance form
44788173,MED6 vague diagnostic statement to regional medical officer
44788185,LOC forms
44788187,RM7 refer patient to regional medical officer
44788198,Private sickness certificate
44788207,MED3 - doctor's statement
44788212,Forces sickness on leave certificate
44788225,Jury exemption form
44788270,MED4 - doctors statement
44788312,Criminal injuries compensation board certificate
44788324,IB74 Incapacity benefit
44788342,Care Record Elements
44788343,Personal Preferences
44788344,Problems and Issues
44788345,Diagnoses
44788346,Social Context
44788347,Social and Personal Circumstances
44788348,"Services, Care Professionals and Carers"
44788349,Lifestyle
44788350,Family History
44788351,Procedures - Care Record Element
44788352,Treatments
44788354,Investigations
44788355,Administrative Procedures
44788357,Provision of Advice and Information to Patients and Carers
44788358,Medication Record
44788359,Findings
44788360,Clinical Observations and Findings
44788361,Documents and Correspondence
44788364,Patient/Carer Correspondence
44788365,Third Party Correspondence
44788366,Risks and Warnings
44788367,Allergies and Adverse Reactions
44788368,Risks to Patient
44788369,FocusActOrEvent concept
44788370,General Practitioner Event
44788373,Practice Nurse Event
44788374,District Nurse Event
44788375,Physiotherapist Event
44788376,Occupational Therapist Event
44788377,Community Midwife Event
44788378,Health Visitor Event
44788379,Dietician Event
44788380,Lloyd George record folder
44788382,Secondary Care Event
44788383,Outpatient Clinic Attendance
44788384,Discharge from Inpatient Care
44788385,Discharge from Day Case Care
44788386,Ward Attendance
44788387,Single Assessment Process Event
44788388,Single Assessment Process Contact Assessment
44788389,Mental Health Event
44788390,Care Programme Approach Summary
44788394,Discharge from Mental Health Services
44788395,Medication Management Event
44788396,Prescription
44788397,Prescription Cancel Request
44788398,Prescription Cancel Response
44788399,Dispensed Medication
44788402,Diagnostic Imaging Event
44788403,Diagnostic Imaging Encounter
44788404,Diagnostic Imaging Report
44788413,Care Programme Approach summary
44788430,Death certificate Med A
44788451,ANC1 - staff employment record
44788457,ANC2/3 staff pay reimbursement form
44788458,Death certificate - form 11
44788471,GP/PS1 staff employment record
44788473,Administrative forms - England and Wales
44788474,GMS2 form
44788481,GMS4 form
44788482,GPC form
44788488,GPM form
44788492,CHS form
44788493,FP1002 form
44788497,Mental Health Act 1983 (England and Wales) section 4 compulsory admission for assessment in emergency form
44788501,HS14 form
44788502,HS23 form
44788507,Mental Health Act 1983 (England and Wales) form A section 24/25 emergency admission
44788534,RAN1/2/3 - related staff reimbursement
44788560,RM2 information request
44788567,Emergency Department Event
44788572,Minor Injuries Department Event
44788574,Walk-in Centre Event
44788575,Medication
44788579,Mental Health Act 1983 (England and Wales) section 3 compulsory admission for treatment form
44788654,Diagnostic Imaging Request Event - FocusActOrEvent
44788657,Link Assertion
44788660,HS128 form
44788664,ANC5/6 district health authority staff reimbursement form
44788667,MMS form
44788668,NV1 form
44788671,Sickness certificates
44788758,GP104 form
44788759,Home Office road traffic statistics form - police venesection
44788760,GP24 maternity claim form
44788790,GP24A maternity claim form
44788805,Non-consultation medication data
44788806,Non-consultation data
44788807,Transfer-degraded record entry
44788808,Transfer-degraded request
44788809,Transfer-degraded plan
44788810,Transfer-degraded drug allergy
44788813,Insurance form
44788844,HS2A form - drug addict notification
44788862,SC1 - self certificate
44788863,RAN1 form
44788864,RAN2A form
44788865,RAN3 form
44788867,Transfer-degraded non-drug allergy
44788978,FP/CHS form - child health surveillance
44788989,General Practice Initial Summary
44788990,General Practice Summary
44789019,Pathology Event
44789020,Pathology Request Event
44789021,Pathology Report Event
44789069,Forms - miscellaneous
44789110,MED5 - doctor's special statement
44789125,NHS Direct Event
44789129,Incapacity (Scotland) Act 2000 certificate
44789219,IG1 improvement grant form
44789266,Form GOS18 Ophthalmic referral
44789276,D750 form photocard driving licence
44789419,Parent held child health record
44789435,Investigation Results
44789438,Parent held record
44789448,Care Professional Documentation
44789473,Risks to Care Professional or Third Party
44789474,Primary and Community Care Event
44789491,Single Assessment Process Overview Assessment
44789492,Entry to Mental Health Services
44789530,Chiropodist Event
44789531,Out of Hours Event
44789697,Personal Demographics
44789698,Care Events
44789741,Protocol Supply Medication
44789745,Personally Administered Medication
44789761,GP/PS2 prior approval training
44789774,Medication recommendations
44789855,FP81 night visit claim form
45456107,Report for Coroner
44789894,FP/MS minor surgery claim form
44789919,GP/HPC-health promotion clinic
44789937,FP/HPC health promotion clinic form
44790135,LOC1/2/3 notification of sickness form
44790145,CH7 unscheduled immunisation claim form
44790173,Mental Health Act 1983 (England and Wales) forms
44790190,Transfer-degraded medication entry
44790223,Transfer-degraded referral
44790226,GP/PS4 staff pay reimbursement form
44790292,GP105 immediate necessary treatment form
44790313,GP7B - male record to follow
44790387,SD17 form - cause of death clarification
44790389,SD18 form - cause of death clarification
44790397,FP/RF registration claim
